time	bid	bid_depth	bid_depth_total	offer	offer_depth	offer_depth_total
20140813T155040	566.64	200	200	566.87	400	400
20140813T155042	566.64	100	100	566.87	400	400
20140813T155044	566.63	100	100	566.86	100	100
20140813T155045	566.44	100	100	566.85	100	100
20140813T155047	566.44	100	100	566.84	100	100
20140813T155048	566.44	100	100	566.85	200	200
20140813T155051	566.43	100	100	566.84	100	100
20140813T155055	566.39	100	100	566.84	100	100
20140813T155057	566.4	100	100	566.84	100	100
20140813T155100	566.41	100	100	566.83	100	100
20140813T155101	566.45	100	100	566.83	100	100
20140813T155105	566.35	100	100	566.82	100	100
20140813T155106	566.36	100	100	566.82	100	100
20140813T155114	566.36	100	100	566.8	100	100
20140813T155115	566.39	100	100	566.8	100	100
20140813T155118	566.39	100	100	566.8	1000	1000
20140813T155120	566.41	100	100	566.8	1000	1000
20140813T155134	566.41	200	200	566.8	1000	1000
20140813T155142	566.41	300	300	566.8	1000	1000
20140813T155145	566.51	100	100	566.8	1000	1000
20140813T155146	566.56	100	100	566.86	100	100
20140813T155147	566.56	100	100	566.91	100	100
20140813T155148	566.58	100	100	566.96	100	100
20140813T155150	566.61	100	100	566.96	100	100
20140813T155155	566.68	100	100	567.12	400	400
20140813T155156	566.72	100	100	567.2	100	100
20140813T155158	566.74	100	100	567.2	100	100
20140813T155159	566.87	100	100	567.09	100	100
20140813T155200	566.86	100	100	567.09	100	100
